universe,screen_rule,holding_budget,controller,split_id,cost_bps,train_start,train_end,validation_end,evaluation_start,evaluation_end,selected_symbols,turnover,ann_return,ann_vol,sharpe,max_dd,calmar
liquid_us_equity_500,momentum_21_top10,10,EW,0,0.0,2021-04-15,2022-04-12,2022-07-14,2022-07-15,2022-10-12,ALB AJG AZO ABNB ADM APD T ALL AES APP,1.0000333894311098e-12,0.16613990228214437,0.25407068920444853,0.6539121171423246,-0.1365415118552732,1.2167721011982577
liquid_us_equity_500,momentum_21_top10,10,EW,0,10.0,2021-04-15,2022-04-12,2022-07-14,2022-07-15,2022-10-12,ALB AJG AZO ABNB ADM APD T ALL AES APP,1.0000333894311098e-12,0.16613990228214393,0.2540706892044486,0.6539121171423227,-0.1365415118552732,1.2167721011982546
liquid_us_equity_500,momentum_21_top10,10,EW,0,25.0,2021-04-15,2022-04-12,2022-07-14,2022-07-15,2022-10-12,ALB AJG AZO ABNB ADM APD T ALL AES APP,1.0000333894311098e-12,0.16613990228214526,0.25407068920444853,0.653912117142328,-0.13654151185527263,1.2167721011982693
liquid_us_equity_500,momentum_21_top10,10,EW,1,0.0,2021-04-15,2022-07-14,2022-10-12,2022-10-13,2023-01-12,AAPL ABBV ANET AMT AJG AZO AMZN AON AES GOOG,1.0000333894311098e-12,0.31955395627581273,0.246488328477947,1.2964263186323908,-0.09390681806011225,3.402883442050553
liquid_us_equity_500,momentum_21_top10,10,EW,1,10.0,2021-04-15,2022-07-14,2022-10-12,2022-10-13,2023-01-12,AAPL ABBV ANET AMT AJG AZO AMZN AON AES GOOG,1.0000333894311098e-12,0.3195539562758145,0.24648832847794688,1.2964263186323985,-0.0939068180601117,3.4028834420505922
liquid_us_equity_500,momentum_21_top10,10,EW,1,25.0,2021-04-15,2022-07-14,2022-10-12,2022-10-13,2023-01-12,AAPL ABBV ANET AMT AJG AZO AMZN AON AES GOOG,1.0000333894311098e-12,0.31955395627581273,0.24648832847794697,1.2964263186323908,-0.0939068180601117,3.402883442050573
liquid_us_equity_500,momentum_21_top10,10,EW,2,0.0,2021-04-15,2022-10-12,2023-01-12,2023-01-13,2023-04-14,AMGN ALL MO AZO APA AXON ABBV ADM ACGL AON,1.0000333894311098e-12,0.07530217911221149,0.16029921510021303,0.4697601236828617,-0.08229589553867966,0.9150174333530874
liquid_us_equity_500,momentum_21_top10,10,EW,2,10.0,2021-04-15,2022-10-12,2023-01-12,2023-01-13,2023-04-14,AMGN ALL MO AZO APA AXON ABBV ADM ACGL AON,1.0000333894311098e-12,0.07530217911221149,0.16029921510021303,0.4697601236828617,-0.08229589553867966,0.9150174333530874
liquid_us_equity_500,momentum_21_top10,10,EW,2,25.0,2021-04-15,2022-10-12,2023-01-12,2023-01-13,2023-04-14,AMGN ALL MO AZO APA AXON ABBV ADM ACGL AON,1.0000333894311098e-12,0.07530217911221282,0.1602992151002129,0.4697601236828704,-0.08229589553867978,0.9150174333531024
liquid_us_equity_500,momentum_21_top10,10,EW,3,0.0,2021-04-15,2023-01-12,2023-04-14,2023-04-17,2023-07-17,ALGN BKR AXON ARES AMT AVY APO BALL ALL APTV,1.0000333894311098e-12,0.25500974989960135,0.1730249558885278,1.4738321913656134,-0.08923291775735698,2.8577990757869034
liquid_us_equity_500,momentum_21_top10,10,EW,3,10.0,2021-04-15,2023-01-12,2023-04-14,2023-04-17,2023-07-17,ALGN BKR AXON ARES AMT AVY APO BALL ALL APTV,1.0000333894311098e-12,0.25500974989960357,0.17302495588852765,1.4738321913656274,-0.08923291775735664,2.857799075786939
liquid_us_equity_500,momentum_21_top10,10,EW,3,25.0,2021-04-15,2023-01-12,2023-04-14,2023-04-17,2023-07-17,ALGN BKR AXON ARES AMT AVY APO BALL ALL APTV,1.0000333894311098e-12,0.25500974989960357,0.17302495588852765,1.4738321913656274,-0.08923291775735664,2.857799075786939
liquid_us_equity_500,momentum_21_top10,10,EW,4,0.0,2021-04-15,2023-04-14,2023-07-17,2023-07-18,2023-10-13,APA APP AKAM ACN ADBE AON GOOG GOOGL AJG APO,1.0000333894311098e-12,0.4059827158384621,0.14111362458513046,2.8769916230921098,-0.048710069408735235,8.334677424157439
liquid_us_equity_500,momentum_21_top10,10,EW,4,10.0,2021-04-15,2023-04-14,2023-07-17,2023-07-18,2023-10-13,APA APP AKAM ACN ADBE AON GOOG GOOGL AJG APO,1.0000333894311098e-12,0.405982715838463,0.1411136245851304,2.876991623092117,-0.048710069408735235,8.334677424157457
liquid_us_equity_500,momentum_21_top10,10,EW,4,25.0,2021-04-15,2023-04-14,2023-07-17,2023-07-18,2023-10-13,APA APP AKAM ACN ADBE AON GOOG GOOGL AJG APO,1.0000333894311098e-12,0.40598271583846124,0.14111362458513055,2.8769916230921018,-0.04871006940873546,8.334677424157382
liquid_us_equity_500,momentum_21_top10,10,EW,5,0.0,2021-04-15,2023-07-17,2023-10-13,2023-10-16,2024-01-16,APP ABNB BKR ACGL ALGN ADBE ADM ADP APTV ARES,1.0000333894311098e-12,0.011524894332874958,0.18466417383169417,0.06241001756689696,-0.10539343237821008,0.10935116233246768
liquid_us_equity_500,momentum_21_top10,10,EW,5,10.0,2021-04-15,2023-07-17,2023-10-13,2023-10-16,2024-01-16,APP ABNB BKR ACGL ALGN ADBE ADM ADP APTV ARES,1.0000333894311098e-12,0.011524894332875846,0.18466417383169412,0.06241001756690179,-0.10539343237820997,0.10935116233247621
liquid_us_equity_500,momentum_21_top10,10,EW,5,25.0,2021-04-15,2023-07-17,2023-10-13,2023-10-16,2024-01-16,APP ABNB BKR ACGL ALGN ADBE ADM ADP APTV ARES,1.0000333894311098e-12,0.011524894332875402,0.18466417383169417,0.062410017566899366,-0.10539343237820997,0.10935116233247201
liquid_us_equity_500,momentum_21_top10,10,EW,6,0.0,2021-04-15,2023-10-13,2024-01-16,2024-01-17,2024-04-16,ALL AMGN ACGL AIZ AFL AOS ARES AAPL AXON ANET,1.0000333894311098e-12,0.21382522093672485,0.11552392655355744,1.850917184984563,-0.04874030845955735,4.38703052340674
