universe,screen_rule,holding_budget,controller,splits,mean_ann_return,mean_ann_vol,mean_sharpe,worst_split_drawdown,mean_turnover,selected_for_paper
liquid_us_equity_100,momentum_21_top10,10,EW,22,0.20414316767549598,0.20245275287975328,1.4743813943593862,-0.44916317298398745,1.0000333894311098e-12,True
liquid_us_equity_100,momentum_21_top10,10,MRH_tau21_k5,22,0.15242921133323947,0.214562483069356,0.8793631343965944,-0.4345071223054623,39.16363636359721,False
liquid_us_equity_100,momentum_21_top10,10,MRH_tau63_k5,22,0.16265056181850443,0.21694955622888176,0.9074177596843878,-0.3650997014005197,22.27272727270501,False
liquid_us_equity_100,momentum_21_top10,10,MRH_tau126_k5,22,0.24069871774446705,0.22256922988831168,1.2588852895381653,-0.3627943365586148,16.072727272711205,False
liquid_us_equity_100,momentum_63_top10,10,EW,22,0.20506277381192747,0.21819028499192672,1.358888749642388,-0.36132628856279103,1.0000333894311098e-12,True
liquid_us_equity_100,momentum_63_top10,10,MRH_tau21_k5,22,0.1358953602733721,0.230899015375686,0.963813504863995,-0.4178174753099887,40.09090909086902,False
liquid_us_equity_100,momentum_63_top10,10,MRH_tau63_k5,22,0.13340465997085055,0.2331295801406858,0.8630239990270758,-0.3241078029508617,23.14545454543141,False
liquid_us_equity_100,momentum_63_top10,10,MRH_tau126_k5,22,0.19318261170673418,0.23777716497818407,1.0553402193391583,-0.3243913448304223,16.363636363620007,False
liquid_us_equity_100,vol_adjusted_momentum_63_top10,10,EW,22,0.17771578917328779,0.21219182116402083,1.261348304173717,-0.37748707220283706,1.0000333894311098e-12,True
liquid_us_equity_100,vol_adjusted_momentum_63_top10,10,MRH_tau21_k5,22,0.1293631544031944,0.22118379068260358,0.9020695610563952,-0.419629476319758,39.27272727268802,False
liquid_us_equity_100,vol_adjusted_momentum_63_top10,10,MRH_tau63_k5,22,0.12789421187655564,0.23031857254625274,0.8043166556477387,-0.32439134483042165,22.96363636361341,False
liquid_us_equity_100,vol_adjusted_momentum_63_top10,10,MRH_tau126_k5,22,0.14708806228928026,0.23095026307957864,0.8918182017817077,-0.35257028340092644,16.19999999998381,False
liquid_us_equity_100,low_volatility_63_top10,10,EW,22,0.16292076671293507,0.1623622750094656,1.44016914424767,-0.29269374387736524,1.0000333894311098e-12,True
liquid_us_equity_100,low_volatility_63_top10,10,MRH_tau21_k5,22,0.12466033887573068,0.16755177712847272,1.0228752878034673,-0.2633807973035799,38.03636363632561,False
liquid_us_equity_100,low_volatility_63_top10,10,MRH_tau63_k5,22,0.08844929115078587,0.16722071170250594,0.9142733206443218,-0.2709370825198144,21.527272727251205,False
liquid_us_equity_100,low_volatility_63_top10,10,MRH_tau126_k5,22,0.1538275654399071,0.16811021042002258,1.1789913509094327,-0.2704859777476484,15.509090909075406,False
liquid_us_equity_100,cluster_capped_momentum_63_top10,10,EW,22,0.20545681663247709,0.21769469134544706,1.3639925489463582,-0.36132628856279103,1.0000333894311098e-12,True
liquid_us_equity_100,cluster_capped_momentum_63_top10,10,MRH_tau21_k5,22,0.13749684736171525,0.23021064477391825,0.9703528666591219,-0.4178174753099887,40.01818181814183,False
liquid_us_equity_100,cluster_capped_momentum_63_top10,10,MRH_tau63_k5,22,0.12921272331888228,0.2330031183810207,0.841279300266752,-0.3241078029508617,23.163636363613207,False
liquid_us_equity_100,cluster_capped_momentum_63_top10,10,MRH_tau126_k5,22,0.19318261170673418,0.23777716497818407,1.055340219339158,-0.3243913448304223,16.272727272711005,False
