universe,screen_rule,controller,splits,ann_return,ann_vol,sharpe,max_dd,turnover
liquid_us_equity_250,vol_adjusted_momentum_63_top10,CMVT_lam1.0_gam0.5,22,0.26213384210907287,0.288469446219891,1.03386667862629,-0.11413615547519494,10.75806224974611
liquid_us_equity_250,vol_adjusted_momentum_63_top10,CMVT_lam2.0_gam1.0,22,0.1899818713533266,0.21269877101256496,1.1936737318169592,-0.08422627670994137,1.5172612882123944
liquid_us_equity_250,vol_adjusted_momentum_63_top10,HRB_lb126_ct0.5,22,0.21667370448949744,0.18941178607277562,1.4495176832980177,-0.07686558279548031,9.43175946382498
liquid_us_equity_250,vol_adjusted_momentum_63_top10,HRB_lb63_ct0.3,22,0.20418196724823626,0.1937569557582618,1.3974978820354707,-0.07981534712321897,7.935682413277191
liquid_us_equity_250,cluster_capped_momentum_63_top10,EW,22,0.27029425653586486,0.2308682866223968,1.5169910040099845,-0.09523896479619363,1.0000333894311098e-12
liquid_us_equity_250,cluster_capped_momentum_63_top10,MRH_tau21_k5,22,0.24269698975631682,0.2501012585209204,1.1393036140643438,-0.10853801016852614,39.563636363596814
liquid_us_equity_250,cluster_capped_momentum_63_top10,MRH_tau63_k5,22,0.16662419793639338,0.25140017945099635,0.9753063799566242,-0.1042392543193099,23.145454545431406
liquid_us_equity_250,cluster_capped_momentum_63_top10,MRH_tau126_k5,22,0.18053907899369387,0.25619195621082863,1.011474467654648,-0.10962970594154124,16.709090909074206
liquid_us_equity_250,cluster_capped_momentum_63_top10,CMVT_lam0.5_gam0.25,22,0.20412640044199834,0.3521044278571795,0.7526345917274555,-0.1487715006567951,27.283568250971236
liquid_us_equity_250,cluster_capped_momentum_63_top10,CMVT_lam1.0_gam0.5,22,0.28678299467811813,0.31371599753667917,1.0172345569335162,-0.11815420645069322,14.060246653563139
liquid_us_equity_250,cluster_capped_momentum_63_top10,CMVT_lam2.0_gam1.0,22,0.27856289842953436,0.24827309565792496,1.2865279065269737,-0.10121544115840427,2.485912182698456
liquid_us_equity_250,cluster_capped_momentum_63_top10,HRB_lb126_ct0.5,22,0.2713120076226778,0.2100631552968773,1.5275732357564558,-0.0872835195540065,10.038760541494675
liquid_us_equity_250,cluster_capped_momentum_63_top10,HRB_lb63_ct0.3,22,0.23237305507963188,0.21725764297843345,1.35512287874012,-0.08894308141525455,9.062703477446497
liquid_us_equity_500,momentum_21_top10,EW,22,0.25056227051569363,0.22561933930648426,1.344577579777785,-0.10357107523209672,1.0000333894311098e-12
liquid_us_equity_500,momentum_21_top10,MRH_tau21_k5,22,0.31820268033212873,0.24835797570472593,1.3264409647757294,-0.11218657511067115,38.490909090870616
liquid_us_equity_500,momentum_21_top10,MRH_tau63_k5,22,0.26329193906462645,0.24662141198425394,1.3575674139127505,-0.11173562492287246,21.98181818179621
liquid_us_equity_500,momentum_21_top10,MRH_tau126_k5,22,0.27663485127930615,0.25222371993617526,1.3325555766657444,-0.11470045013712703,16.272727272711005
liquid_us_equity_500,momentum_21_top10,CMVT_lam0.5_gam0.25,22,0.37199233450609887,0.4017961628068903,0.9709660489294076,-0.17679596690947644,26.982970556778426
liquid_us_equity_500,momentum_21_top10,CMVT_lam1.0_gam0.5,22,0.5667845707739606,0.34671294768520455,1.5513509148929565,-0.13486504800881297,13.15361930309736
liquid_us_equity_500,momentum_21_top10,CMVT_lam2.0_gam1.0,22,0.23985791578163296,0.27188327954003505,0.8993020959986512,-0.1298060271369703,3.221634307135751
liquid_us_equity_500,momentum_21_top10,HRB_lb126_ct0.5,22,0.18231993002422717,0.2154744713229122,0.994829656981181,-0.10227257686699347,9.472983858883639
liquid_us_equity_500,momentum_21_top10,HRB_lb63_ct0.3,22,0.24627668403436315,0.22252378658420813,1.228936722039347,-0.1042817247969781,10.758914387668632
liquid_us_equity_500,momentum_63_top10,EW,22,0.25948299017892096,0.24593544630953004,1.4198464132904627,-0.1016241193583006,1.0000333894311098e-12
