universe,screen_rule,controller,split_id,cost_bps,n_assets,ann_return,ann_vol,sharpe,max_dd,turnover
liquid_us_equity_100,momentum_21_top10,EW,17,10.0,10,0.14532366853619605,0.2230749804205316,0.6514566011015064,-0.08949358326106427,1.0000333894311098e-12
liquid_us_equity_100,momentum_21_top10,EW,18,10.0,10,0.3578494694746275,0.17278996522100207,2.071008400371279,-0.07990893425185075,1.0000333894311098e-12
liquid_us_equity_100,momentum_21_top10,EW,19,10.0,10,0.04118869223777466,0.1118850062443916,0.3681341550577173,-0.037330618014379535,1.0000333894311098e-12
liquid_us_equity_100,momentum_21_top10,EW,20,10.0,10,0.07240876431536769,0.1560203863022702,0.4640980966078405,-0.0721634931678391,1.0000333894311098e-12
liquid_us_equity_100,momentum_21_top10,EW,21,10.0,10,0.3340035870677043,0.1790282688660977,1.8656471918166904,-0.06506299121976722,1.0000333894311098e-12
liquid_us_equity_100,momentum_21_top10,MRH_tau21_k5,0,10.0,10,0.07569380641429335,0.20470323255429007,0.3697733810522438,-0.12325165046351882,12.999999999986999
liquid_us_equity_100,momentum_21_top10,MRH_tau21_k5,1,10.0,10,0.05159801391847241,0.25892541924185086,0.1992775142330761,-0.10632534314442099,14.999999999984999
liquid_us_equity_100,momentum_21_top10,MRH_tau21_k5,2,10.0,10,1.1302522588266446,0.18204440901133015,6.208662298165338,-0.03559785077638444,16.5999999999834
liquid_us_equity_100,momentum_21_top10,MRH_tau21_k5,3,10.0,10,-0.2054552172368318,0.6655752186472531,-0.3086882015440721,-0.39510293848964284,20.599999999979403
liquid_us_equity_100,momentum_21_top10,MRH_tau21_k5,4,10.0,10,1.458798216868582,0.39014342952451964,3.7391331148206888,-0.08637204049500236,22.1999999999778
