scope,config_name,seed,periods,arms,universes,train_fraction,n_updates,episodes_per_update,learning_rate,gamma,used_pufferlib,final_train_reward_mean_25,n_test_periods,rl_total_reward,train_selected_fixed_arm,train_selected_fixed_total_reward,trailing_window_total_reward,test_best_fixed_arm,test_best_fixed_total_reward,period_oracle_total_reward,random_mean_total_reward,random_p05_total_reward,random_p95_total_reward,rl_vs_train_selected_fixed,rl_vs_trailing_window,rl_vs_test_best_fixed,rl_vs_random_mean,oracle_gap,dominant_chosen_arm,chosen_arm_count
liquid_us_equity_250,conservative,3,11,20,liquid_us_equity_250,0.6,220,8,0.015,0.96,True,-0.13408842033816654,5,0.2317170923743106,low_volatility_63_top10|EW,0.30519556999206543,0.30575835674628615,vol_adjusted_momentum_63_top10|MRH_tau21_k5,0.46616578102111816,0.7641968727111816,0.29637044137916746,0.10810561105608942,0.48503406941890714,-0.07347847761775483,-0.07404126437197556,-0.23444868864680757,-0.06465334900485686,0.532479780336871,cluster_capped_momentum_63_top10|EW,5
liquid_us_equity_250,conservative,7,11,20,liquid_us_equity_250,0.6,220,8,0.015,0.96,True,-0.13954086465276305,5,0.30519555881619453,low_volatility_63_top10|EW,0.30519556999206543,0.30575835674628615,vol_adjusted_momentum_63_top10|MRH_tau21_k5,0.46616578102111816,0.7641968727111816,0.29637044137916746,0.10810561105608942,0.48503406941890714,-1.1175870895385742e-08,-0.0005627979300916186,-0.16097022220492363,0.008825117437027075,0.4590013138949871,low_volatility_63_top10|EW,5
liquid_us_equity_250,conservative,11,11,20,liquid_us_equity_250,0.6,220,8,0.015,0.96,True,-0.14067298944743925,5,0.2583159417081333,low_volatility_63_top10|EW,0.30519556999206543,0.30575835674628615,vol_adjusted_momentum_63_top10|MRH_tau21_k5,0.46616578102111816,0.7641968727111816,0.29637044137916746,0.10810561105608942,0.48503406941890714,-0.04687962828393211,-0.04744241503815283,-0.20784983931298484,-0.03805449967103414,0.5058809310030483,momentum_63_top10|EW,5
liquid_us_equity_250,conservative,17,11,20,liquid_us_equity_250,0.6,220,8,0.015,0.96,True,-0.14262237629992341,5,0.2317170923743106,low_volatility_63_top10|EW,0.30519556999206543,0.30575835674628615,vol_adjusted_momentum_63_top10|MRH_tau21_k5,0.46616578102111816,0.7641968727111816,0.29637044137916746,0.10810561105608942,0.48503406941890714,-0.07347847761775483,-0.07404126437197556,-0.23444868864680757,-0.06465334900485686,0.532479780336871,cluster_capped_momentum_63_top10|EW,5
liquid_us_equity_250,conservative,23,11,20,liquid_us_equity_250,0.6,220,8,0.015,0.96,True,-0.1389605571503671,5,0.30519555881619453,low_volatility_63_top10|EW,0.30519556999206543,0.30575835674628615,vol_adjusted_momentum_63_top10|MRH_tau21_k5,0.46616578102111816,0.7641968727111816,0.29637044137916746,0.10810561105608942,0.48503406941890714,-1.1175870895385742e-08,-0.0005627979300916186,-0.16097022220492363,0.008825117437027075,0.4590013138949871,low_volatility_63_top10|EW,5
liquid_us_equity_250,conservative,31,11,20,liquid_us_equity_250,0.6,220,8,0.015,0.96,True,-0.1356988896515668,5,0.30519555881619453,low_volatility_63_top10|EW,0.30519556999206543,0.30575835674628615,vol_adjusted_momentum_63_top10|MRH_tau21_k5,0.46616578102111816,0.7641968727111816,0.29637044137916746,0.10810561105608942,0.48503406941890714,-1.1175870895385742e-08,-0.0005627979300916186,-0.16097022220492363,0.008825117437027075,0.4590013138949871,low_volatility_63_top10|EW,5
liquid_us_equity_250,conservative,43,11,20,liquid_us_equity_250,0.6,220,8,0.015,0.96,True,-0.1424045252452379,5,0.2317170923743106,low_volatility_63_top10|EW,0.30519556999206543,0.30575835674628615,vol_adjusted_momentum_63_top10|MRH_tau21_k5,0.46616578102111816,0.7641968727111816,0.29637044137916746,0.10810561105608942,0.48503406941890714,-0.07347847761775483,-0.07404126437197556,-0.23444868864680757,-0.06465334900485686,0.532479780336871,cluster_capped_momentum_63_top10|EW,5
liquid_us_equity_250,baseline,3,11,20,liquid_us_equity_250,0.6,320,10,0.03,0.98,True,-0.1190064129370876,5,0.30519555881619453,low_volatility_63_top10|EW,0.30519556999206543,0.30575835674628615,vol_adjusted_momentum_63_top10|MRH_tau21_k5,0.46616578102111816,0.7641968727111816,0.29637044137916746,0.10810561105608942,0.48503406941890714,-1.1175870895385742e-08,-0.0005627979300916186,-0.16097022220492363,0.008825117437027075,0.4590013138949871,low_volatility_63_top10|EW,5
liquid_us_equity_250,baseline,7,11,20,liquid_us_equity_250,0.6,320,10,0.03,0.98,True,-0.13105368144348176,5,0.30519555881619453,low_volatility_63_top10|EW,0.30519556999206543,0.30575835674628615,vol_adjusted_momentum_63_top10|MRH_tau21_k5,0.46616578102111816,0.7641968727111816,0.29637044137916746,0.10810561105608942,0.48503406941890714,-1.1175870895385742e-08,-0.0005627979300916186,-0.16097022220492363,0.008825117437027075,0.4590013138949871,low_volatility_63_top10|EW,5
liquid_us_equity_250,baseline,11,11,20,liquid_us_equity_250,0.6,320,10,0.03,0.98,True,-0.130114470108143,5,0.2583159417081333,low_volatility_63_top10|EW,0.30519556999206543,0.30575835674628615,vol_adjusted_momentum_63_top10|MRH_tau21_k5,0.46616578102111816,0.7641968727111816,0.29637044137916746,0.10810561105608942,0.48503406941890714,-0.04687962828393211,-0.04744241503815283,-0.20784983931298484,-0.03805449967103414,0.5058809310030483,momentum_63_top10|EW,5
