universe,controller,split_id,cost_bps,train_end,validation_end,evaluation_start,evaluation_end,ann_return,ann_vol,sharpe,max_dd,calmar
liquid_us_equity_100,MRH_tau126_k5,3,0.0,2019-10-02,2020-01-02,2020-01-03,2020-04-02,-0.5452452399233847,0.5951054476823053,-0.9162161799156399,-0.30705007571414344,-1.7757534781695339
liquid_us_equity_100,MRH_tau126_k5,3,10.0,2019-10-02,2020-01-02,2020-01-03,2020-04-02,-0.5515031583569225,0.5953161545921866,-0.926403817705562,-0.30732725568385766,-1.7945143105772892
liquid_us_equity_100,MRH_tau126_k5,4,0.0,2020-01-02,2020-04-02,2020-04-03,2020-07-02,1.2005838485314948,0.32179572434780357,3.7308881308508246,-0.0570189030086059,21.05589173347011
liquid_us_equity_100,MRH_tau126_k5,4,10.0,2020-01-02,2020-04-02,2020-04-03,2020-07-02,1.1942575595901288,0.32211149547223095,3.7075906211778697,-0.05777328788619884,20.671448748457802
liquid_us_equity_100,MRH_tau126_k5,5,0.0,2020-04-02,2020-07-02,2020-07-06,2020-10-01,0.5414503568019597,0.30394631547542517,1.781401284477673,-0.13797716436287566,3.9242026700450077
liquid_us_equity_100,MRH_tau126_k5,5,10.0,2020-04-02,2020-07-02,2020-07-06,2020-10-01,0.5349530947321579,0.30366009925059195,1.7616838565574349,-0.1383219734971305,3.867448397411624
liquid_us_equity_100,MRH_tau126_k5,6,0.0,2020-07-02,2020-10-01,2020-10-02,2020-12-31,0.39025655575739515,0.24869206711599287,1.5692360447259692,-0.11201208975549304,3.4840574495644834
liquid_us_equity_100,MRH_tau126_k5,6,10.0,2020-07-02,2020-10-01,2020-10-02,2020-12-31,0.3837505848727987,0.24829639656174615,1.545534249329399,-0.11201208975549304,3.425974693508954
liquid_us_equity_100,MRH_tau126_k5,7,0.0,2020-10-01,2020-12-31,2021-01-04,2021-04-05,0.7766215191588115,0.26365569291534985,2.9455897976957797,-0.06447089715755816,12.046078981168934
liquid_us_equity_100,MRH_tau126_k5,7,10.0,2020-10-01,2020-12-31,2021-01-04,2021-04-05,0.7671306404545843,0.26419720968326593,2.9036288512333606,-0.06559353208096819,11.695217746407504
liquid_us_equity_100,MRH_tau126_k5,8,0.0,2020-12-31,2021-04-05,2021-04-06,2021-07-02,0.3113494543245934,0.20987618731213084,1.4834910921078748,-0.09042919941236738,3.4430190286365536
liquid_us_equity_100,MRH_tau126_k5,8,10.0,2020-12-31,2021-04-05,2021-04-06,2021-07-02,0.3080587953712546,0.20944691099617493,1.4708204284541095,-0.09042919941236738,3.406629687862932
liquid_us_equity_100,MRH_tau126_k5,9,0.0,2021-04-05,2021-07-02,2021-07-06,2021-10-01,-0.5137785907327523,0.1890681447599811,-2.7174254625614926,-0.14001568320245517,-3.669436015865356
liquid_us_equity_100,MRH_tau126_k5,9,10.0,2021-04-05,2021-07-02,2021-07-06,2021-10-01,-0.5265336043986752,0.1892106069049594,-2.7827911606476197,-0.14139165810933074,-3.7239368392427403
liquid_us_equity_100,MRH_tau126_k5,10,0.0,2021-07-02,2021-10-01,2021-10-04,2021-12-31,0.42975538327502516,0.2535561447829307,1.694912121499732,-0.06978432210266439,6.158337149662712
liquid_us_equity_100,MRH_tau126_k5,10,10.0,2021-07-02,2021-10-01,2021-10-04,2021-12-31,0.42010862138640626,0.25344177281754576,1.6576139628220932,-0.07015640837382331,5.988171731111146
liquid_us_equity_100,MRH_tau126_k5,11,0.0,2021-10-01,2021-12-31,2022-01-03,2022-04-01,0.13547398280068146,0.22985329667179347,0.5893932554447316,-0.1310807563712877,1.0335154186623428
liquid_us_equity_100,MRH_tau126_k5,11,10.0,2021-10-01,2021-12-31,2022-01-03,2022-04-01,0.12759745363874275,0.23041740826403825,0.55376655175278,-0.13142832406873872,0.9708520179488613
liquid_us_equity_100,MRH_tau126_k5,12,0.0,2021-12-31,2022-04-01,2022-04-04,2022-07-05,-0.4712190871800752,0.2442291941322162,-1.9294134300875025,-0.12291464618287162,-3.8337098288121396
liquid_us_equity_100,MRH_tau126_k5,12,10.0,2021-12-31,2022-04-01,2022-04-04,2022-07-05,-0.4791474378267542,0.24447344008800798,-1.9599161268901275,-0.12396686794013834,-3.865124978831133
liquid_us_equity_100,MRH_tau126_k5,13,0.0,2022-04-01,2022-07-05,2022-07-06,2022-10-03,-0.19301149541255835,0.15776069207736246,-1.2234447812683669,-0.10474224674231769,-1.8427282344396725
liquid_us_equity_100,MRH_tau126_k5,13,10.0,2022-04-01,2022-07-05,2022-07-06,2022-10-03,-0.19782063173930764,0.15768366447099655,-1.254541061064947,-0.1051003498436196,-1.8822071670719054
liquid_us_equity_100,MRH_tau126_k5,14,0.0,2022-07-05,2022-10-03,2022-10-04,2023-01-03,0.5376574510257099,0.18835914651973087,2.854427092907512,-0.0547789295008525,9.815041219590237
liquid_us_equity_100,MRH_tau126_k5,14,10.0,2022-07-05,2022-10-03,2022-10-04,2023-01-03,0.5296130178913678,0.1882231980478464,2.813749970149409,-0.055535106357250674,9.536544586317964
liquid_us_equity_100,MRH_tau126_k5,15,0.0,2022-10-03,2023-01-03,2023-01-04,2023-04-04,0.2702611648306199,0.2015824709769506,1.3406977477728284,-0.07628988442209583,3.5425556988889815
liquid_us_equity_100,MRH_tau126_k5,15,10.0,2022-10-03,2023-01-03,2023-01-04,2023-04-04,0.26060847989768243,0.2013892708057327,1.2940534461132274,-0.07739804097355074,3.3671198471725288
liquid_us_equity_100,MRH_tau126_k5,16,0.0,2023-01-03,2023-04-04,2023-04-05,2023-07-06,0.607008579400786,0.24747276010758285,2.4528298756374265,-0.04905270501779391,12.374619894422104
liquid_us_equity_100,MRH_tau126_k5,16,10.0,2023-01-03,2023-04-04,2023-04-05,2023-07-06,0.6023164389672151,0.24795568386585998,2.4291293894703756,-0.049052705017793685,12.278964814202359
liquid_us_equity_100,MRH_tau126_k5,17,0.0,2023-04-04,2023-07-06,2023-07-07,2023-10-04,-0.13918646475429197,0.24297546674681797,-0.5728416395995746,-0.12710391239736463,-1.0950604283372383
liquid_us_equity_100,MRH_tau126_k5,17,10.0,2023-04-04,2023-07-06,2023-07-07,2023-10-04,-0.14395077287708702,0.24311434482171887,-0.5921113909673129,-0.12780208960407236,-1.126356958027185
liquid_us_equity_100,MRH_tau126_k5,18,0.0,2023-07-06,2023-10-04,2023-10-05,2024-01-04,0.6163383491007028,0.21022843174554073,2.9317554432588997,-0.0910119281657803,6.77206121785769
liquid_us_equity_100,MRH_tau126_k5,18,10.0,2023-07-06,2023-10-04,2023-10-05,2024-01-04,0.608339037359471,0.21033598217036323,2.89222524400913,-0.09101192816578008,6.68416821413436
liquid_us_equity_100,MRH_tau126_k5,19,0.0,2023-10-04,2024-01-04,2024-01-05,2024-04-05,0.3589901027271578,0.2024211444203226,1.7734812425521618,-0.06180861972381568,5.808091239141942
liquid_us_equity_100,MRH_tau126_k5,19,10.0,2023-10-04,2024-01-04,2024-01-05,2024-04-05,0.3493840859575448,0.20247322347472074,1.7255816841353375,-0.06218389627592613,5.618562149943421
liquid_us_equity_100,MRH_tau126_k5,20,0.0,2024-01-04,2024-04-05,2024-04-08,2024-07-08,0.43095610797261497,0.1926354779087287,2.237158557960783,-0.053298032764663716,8.085778885449795
liquid_us_equity_100,MRH_tau126_k5,20,10.0,2024-01-04,2024-04-05,2024-04-08,2024-07-08,0.42453857408831563,0.19260971485702622,2.204138946995719,-0.053676713551557564,7.909175990676639
liquid_us_equity_100,MRH_tau126_k5,21,0.0,2024-04-05,2024-07-08,2024-07-09,2024-10-04,-0.689617493000386,0.28910139681449376,-2.385382777795792,-0.22062933471381485,-3.1256835991088154
liquid_us_equity_100,MRH_tau126_k5,21,10.0,2024-04-05,2024-07-08,2024-07-09,2024-10-04,-0.7026402174542943,0.28820348386067823,-2.4380004295559554,-0.22062933471381485,-3.1847089525176964
