winner_label,observations,cost_bps_mean,avg_pairwise_corr_mean,first_pc_share_mean,cross_sectional_dispersion_mean,trend_persistence_mean,vol_level_mean,vol_of_vol_mean,liquidity_proxy_mean,regime_switch_rate_mean
EW,9,10.0,0.32185278411513635,0.37896635204163714,0.014409312835040575,-0.033261805884608725,0.017811047977755606,0.004874950374864562,,0.5089605734767024
MRH_tau126_k5,7,10.0,0.42374786694084454,0.47066391976526517,0.016544346158475852,-0.0676154796672599,0.023752761687924,0.006818750138397723,,0.47926267281105994
MRH_tau21_k5,3,10.0,0.3210783156797361,0.3778378113210468,0.012929989264260923,-0.006938607881585286,0.016137575818017738,0.00505587437714716,,0.4731182795698925
MRH_tau63_k5,3,10.0,0.2670712526933086,0.3469639483536815,0.013348376500233591,-0.000682805696436165,0.016435530706998405,0.006082099543373989,,0.489247311827957
