universe,controller,split_id,cost_bps,train_end,validation_end,evaluation_start,evaluation_end,ann_return,ann_vol,sharpe,max_dd,calmar
liquid_us_equity_500,EW,0,0.0,2022-04-12,2022-07-14,2022-07-15,2022-10-12,-0.08837397865597918,0.24793114769342461,-0.3564456482285162,-0.16807098768091266,-0.5258134070303303
liquid_us_equity_500,EW,0,10.0,2022-04-12,2022-07-14,2022-07-15,2022-10-12,-0.08837397865597918,0.24793114769342464,-0.3564456482285162,-0.16807098768091255,-0.5258134070303306
liquid_us_equity_500,EW,1,0.0,2022-07-14,2022-10-12,2022-10-13,2023-01-12,0.5909226459423591,0.24881494019080996,2.3749484073859084,-0.07499855247703924,7.879120681901035
liquid_us_equity_500,EW,1,10.0,2022-07-14,2022-10-12,2022-10-13,2023-01-12,0.5909226459423591,0.24881494019081002,2.374948407385908,-0.0749985524770389,7.87912068190107
liquid_us_equity_500,EW,2,0.0,2022-10-12,2023-01-12,2023-01-13,2023-04-14,0.07005456104195273,0.17836344965303663,0.3927629857901624,-0.09683125241278667,0.7234705665335222
liquid_us_equity_500,EW,2,10.0,2022-10-12,2023-01-12,2023-01-13,2023-04-14,0.07005456104195362,0.17836344965303658,0.3927629857901675,-0.09683125241278712,0.723470566533528
liquid_us_equity_500,EW,3,0.0,2023-01-12,2023-04-14,2023-04-17,2023-07-17,0.2946559697706843,0.13067891376300952,2.2548088385766483,-0.03734666245094831,7.889753740372392
liquid_us_equity_500,EW,3,10.0,2023-01-12,2023-04-14,2023-04-17,2023-07-17,0.2946559697706843,0.13067891376300952,2.2548088385766483,-0.03734666245094831,7.889753740372392
liquid_us_equity_500,EW,4,0.0,2023-04-14,2023-07-17,2023-07-18,2023-10-13,-0.11931400224058164,0.11066950063034318,-1.0781109660739736,-0.07280527019921246,-1.6388099640653961
liquid_us_equity_500,EW,4,10.0,2023-04-14,2023-07-17,2023-07-18,2023-10-13,-0.11931400224058208,0.11066950063034324,-1.0781109660739772,-0.07280527019921257,-1.6388099640653997
