universe,controller,splits,mean_ann_return,mean_ann_vol,mean_sharpe,worst_split_drawdown
liquid_us_equity_250,EW,11,0.12154095909509133,0.16975711220731504,0.9305060254173352,-0.13988601844707027
liquid_us_equity_250,MRH_tau21_k5,11,0.1821316718716721,0.22134485500801573,0.993954669942795,-0.14095379223675542
liquid_us_equity_250,MRH_tau63_k5,11,0.055476974438484976,0.2114204849169923,0.4034597480413705,-0.15229622032329126
liquid_us_equity_250,MRH_tau126_k5,11,0.050343011458046844,0.21822758617008556,0.1960468755412715,-0.18930882444152453
