update,mean_episode_reward
0,0.19682484830264002
1,0.16534123569726944
2,0.27421728203383583
3,0.2168556919787079
4,0.259436150547117
5,0.24592610735756656
6,0.19664222498734793
7,0.33868684658470255
8,0.2502479995600879
9,0.26443879515863955
10,0.3115272754027198
11,0.2571890118997544
12,0.23827947614093622
13,0.24120284124122313
14,0.24794547302493206
15,0.23400223658730587
16,0.1824523110020285
17,0.2752326170836265
18,0.2884468955065434
19,0.27959407357654226
20,0.2529567005112767
21,0.2511690233756478
22,0.2647931238946815
23,0.26665565569419414
24,0.19595883631457886
25,0.2766904455299179
26,0.2647639318990211
27,0.25004991349608946
28,0.3196004201890901
29,0.2751617456475894
30,0.26543670004078496
31,0.23482496077970913
32,0.20486681453379182
33,0.27739384591889876
34,0.1985931295203045
35,0.2770947405321446
36,0.2204200952546671
37,0.2489223297064503
38,0.26760475772122544
39,0.261080325813964
40,0.32335758368329454
41,0.24651308563382676
42,0.2860399240550275
43,0.24806704403211674
44,0.34920430195052177
45,0.23240049943948785
46,0.3267372634727508
47,0.31673136310322053
48,0.23978650538871685
49,0.2835192468483001
50,0.29318427317775786
51,0.2123453919387733
52,0.30496176549543935
53,0.21913650977270058
54,0.26568209403194487
55,0.2435049104921442
56,0.22273242310620844
57,0.3910273462533951
58,0.26178584112009656
59,0.2632284367767473
60,0.3477832144126296
61,0.24913920015872767
62,0.26282985574410606
63,0.24406686840423694
64,0.17349898365015784
65,0.2898949747129033
66,0.18948941852431744
67,0.21753283345606178
68,0.2615365686748798
69,0.28733557734328014
70,0.24377125905205807
71,0.2851462179484467
72,0.2141027405547599
73,0.33259706808409345
74,0.3202598214459916
75,0.28987649928118725
76,0.3035416066025694
77,0.3101857446987803
78,0.30436462951668847
79,0.2920975407226554
80,0.20313098138043037
81,0.30779139639344066
82,0.3045864059822634
83,0.32593628531321883
84,0.26386135164648294
85,0.2972622000670526
86,0.27080335665959865
87,0.2761015206342563
88,0.26267508960639435
89,0.20371140741432706
90,0.22420742533480129
91,0.27200320770498365
92,0.300843184425806
93,0.31676292334062356
94,0.296902200129504
95,0.25486320939671714
96,0.2149476285946245
97,0.3341724625400578
98,0.26122717179047567
99,0.32848319585900754
