update,mean_episode_reward
0,-0.1490295939806856
1,-0.1550891802849037
2,-0.15384559550875565
3,-0.15122005211742362
4,-0.1450180479635795
5,-0.09014715635415389
6,-0.16019937800198628
7,-0.2381447296991913
8,-0.11295354428966675
9,-0.02505440256103005
10,-0.16102135394460979
11,-0.11308102376930644
12,-0.18933719752521938
13,-0.16966440717700002
14,-0.1626392509060679
15,-0.19995509497721287
16,-0.08839119820034587
17,-0.15775658162253117
18,-0.15855351535037698
19,-0.19645013185117932
20,-0.18174689623507825
21,-0.15806917136887932
22,-0.16894797874359332
23,-0.0931238518542159
24,-0.15121185134330517
25,-0.1383084209160188
26,-0.16614086408223253
27,-0.13221097014366023
28,-0.20316146395134638
29,-0.08380941513936098
30,-0.09733061443542586
31,-0.14485745142443798
32,-0.09975044915624191
33,-0.09924678518912818
34,-0.22880345824038764
35,-0.16835915492113904
36,-0.13364112399373576
37,-0.1525094591473438
38,-0.12029827166103739
39,-0.11980490684118195
40,-0.1077988600285001
41,-0.18464263300211314
42,-0.123737269037368
43,-0.16229141057556262
44,-0.1760953715473382
45,-0.13554385627109392
46,-0.12974632514806217
47,-0.1265209545297997
48,-0.20570516285852136
49,-0.19823131588342827
50,-0.22399626525960534
51,-0.08929116415280684
52,-0.12850983958045012
53,-0.07127204513850909
54,-0.13134821557847923
55,-0.045376325069203936
56,-0.13525897848785462
57,-0.1648093373150914
58,-0.16755341649786715
59,-0.25767847697716206
60,-0.10539508743719732
61,-0.21056295776361367
62,-0.07169015863519235
63,-0.08890677931473571
64,-0.11363523992364814
65,-0.1979107057612358
66,-0.12876078500888374
67,-0.09458001959713631
68,-0.22950648658343198
69,-0.14553406984532558
70,-0.07938240651371113
71,-0.16060821520219784
72,-0.17314959325055193
73,-0.1534988011921996
74,-0.12468800837177696
75,-0.13541959559855363
76,-0.15232657767577015
77,-0.2052829703373694
78,-0.14258486778696047
79,-0.17022100781711438
80,-0.17922392203278528
81,-0.09846766170024542
82,-0.18698527577983745
83,-0.11247992101167863
84,-0.12391873874291075
85,-0.18872534990365844
86,-0.05944647675732995
87,-0.07953161804471165
88,-0.1544353439403494
89,-0.11367014425240995
90,-0.1627377704386769
91,-0.12796240132244444
92,-0.11488527342332115
93,-0.06946654583437824
94,-0.11305389818244294
95,-0.1718873009778387
96,-0.17632094025217762
97,-0.054613044568820136
98,-0.17917035683634217
99,-0.20028389193415327
100,-0.16552027422145935
101,-0.1367606876553206
102,-0.15160346180876635
103,-0.11375761399100763
104,-0.22550147588041605
105,-0.14985138932919048
106,-0.16495061956129575
107,-0.1456627513063419
108,-0.15600691531047536
109,-0.16550346931808235
110,-0.11308112628557865
111,-0.11632687893961702
112,-0.15729860055625977
113,-0.15793211180516664
114,-0.09831584878065769
115,-0.08813004409118246
116,-0.204753526954543
117,-0.1423767365766556
118,-0.14620453490154736
119,-0.20054461850516722
120,-0.19647474189499312
121,-0.12595659330342338
122,-0.1391629158304871
123,-0.17586680300488902
124,-0.09689159907566136
125,-0.1526546564864475
126,-0.16429413203392565
127,-0.10378445444894169
128,-0.1391637495641286
129,-0.14543236220576242
130,-0.13690691481603304
131,-0.10614227026720376
132,-0.14354146545808058
133,-0.1477481374487676
134,-0.11883336372405513
135,-0.15858859229577624
136,-0.1873501740157432
137,-0.13828657440020228
138,-0.12717775247680643
139,-0.17138206504750997
140,-0.1339670316495661
141,-0.10428481506581495
142,-0.10726623528747344
143,-0.148693039547652
144,-0.11458996305297357
145,-0.07050169529293271
146,-0.18831978929028992
147,-0.03677106234287445
