universe,screen_rule,holding_budget,controller,splits,mean_ann_return,mean_ann_vol,mean_sharpe,worst_split_drawdown,mean_turnover,selected_for_paper
liquid_us_equity_250,momentum_21_top10,10,EW,11,0.03663591063904225,0.19326534119878291,0.3455960028375642,-0.1672740188644115,1.0000333894311098e-12,False
liquid_us_equity_250,momentum_21_top10,10,MRH_tau21_k5,11,-0.023894895354781287,0.20216773071495522,-0.057839582684584195,-0.1427309309392799,24.454545454521,False
liquid_us_equity_250,momentum_21_top10,10,MRH_tau63_k5,11,0.06586060071236116,0.20869462523632662,0.5242734879864396,-0.1770515923917647,14.127272727258601,True
liquid_us_equity_250,momentum_21_top10,10,MRH_tau126_k5,11,0.010122059296038387,0.21749289135696845,0.012595242683286762,-0.18212301488771132,10.745454545443799,False
liquid_us_equity_250,momentum_63_top10,10,EW,11,0.08378041412873599,0.1966313930650511,0.5560593031416079,-0.15698888111537912,1.0000333894311098e-12,True
liquid_us_equity_250,momentum_63_top10,10,MRH_tau21_k5,11,0.01084804893060489,0.20460383819189423,0.20868731659443185,-0.1440539580025525,24.272727272703,False
liquid_us_equity_250,momentum_63_top10,10,MRH_tau63_k5,11,0.03455193149209037,0.2126988728560245,0.31516622107593717,-0.19652409403125837,13.7999999999862,False
liquid_us_equity_250,momentum_63_top10,10,MRH_tau126_k5,11,-0.04812995482156402,0.2135180640046575,-0.08580925338446889,-0.1965240940312587,10.709090909080203,False
liquid_us_equity_250,vol_adjusted_momentum_63_top10,10,EW,11,0.08931571249235008,0.1843682297589008,0.5992259192605487,-0.14226412448034753,1.0000333894311098e-12,True
liquid_us_equity_250,vol_adjusted_momentum_63_top10,10,MRH_tau21_k5,11,0.05045770423531329,0.193125630258939,0.43419490800508065,-0.1440539580025525,24.381818181793793,False
liquid_us_equity_250,vol_adjusted_momentum_63_top10,10,MRH_tau63_k5,11,0.0327425278590533,0.20078595365907745,0.3377593869762516,-0.19652409403125826,13.945454545440601,False
liquid_us_equity_250,vol_adjusted_momentum_63_top10,10,MRH_tau126_k5,11,-0.039748545496822434,0.2044137531329726,-0.018161963976195707,-0.1965240940312587,10.2363636363534,False
liquid_us_equity_250,low_volatility_63_top10,10,EW,11,0.11182085592570636,0.14091393844389047,0.8592181159536008,-0.10539187285892782,1.0000333894311098e-12,True
liquid_us_equity_250,low_volatility_63_top10,10,MRH_tau21_k5,11,0.08675628370017506,0.14977137517906422,0.7549799282930933,-0.1648103417032194,24.090909090885,False
liquid_us_equity_250,low_volatility_63_top10,10,MRH_tau63_k5,11,0.0831379033036283,0.15031544571356134,0.5969740311401893,-0.14343450978761196,14.1272727272586,False
liquid_us_equity_250,low_volatility_63_top10,10,MRH_tau126_k5,11,0.0819609449077637,0.14849134951116771,0.5846127043912692,-0.15694791844155886,11.109090909079804,False
liquid_us_equity_250,cluster_capped_momentum_63_top10,10,EW,11,0.07666854543562379,0.19417012359361588,0.49756933723090396,-0.15698888111537912,1.0000333894311098e-12,True
liquid_us_equity_250,cluster_capped_momentum_63_top10,10,MRH_tau21_k5,11,0.007338186923286472,0.20065875938294478,0.2044328488115882,-0.1440539580025525,24.309090909066597,False
liquid_us_equity_250,cluster_capped_momentum_63_top10,10,MRH_tau63_k5,11,0.035145700251853734,0.20786946338472856,0.3540383200108002,-0.19652409403125837,13.836363636349802,False
liquid_us_equity_250,cluster_capped_momentum_63_top10,10,MRH_tau126_k5,11,-0.061859980916492224,0.21350517949071188,-0.20031328954063551,-0.1965240940312587,10.418181818171401,False
