universe,screen_rule,holding_budget,controller,split_id,cost_bps,train_start,train_end,validation_end,evaluation_start,evaluation_end,selected_symbols,turnover,ann_return,ann_vol,sharpe,max_dd,calmar
liquid_us_equity_250,momentum_21_top10,10,EW,0,0.0,2020-12-10,2021-12-09,2022-03-11,2022-03-14,2022-06-10,AAPL ABBV AOS AEE LNT ABT AWK AES AFL AKAM,1.0000333894311098e-12,-0.17712957892244408,0.19456090040185492,-0.9104068626105357,-0.13006969676885083,-1.361805119265115
liquid_us_equity_250,momentum_21_top10,10,EW,0,10.0,2020-12-10,2021-12-09,2022-03-11,2022-03-14,2022-06-10,AAPL ABBV AOS AEE LNT ABT AWK AES AFL AKAM,1.0000333894311098e-12,-0.17712957892244408,0.19456090040185492,-0.9104068626105357,-0.13006969676885083,-1.361805119265115
liquid_us_equity_250,momentum_21_top10,10,EW,0,25.0,2020-12-10,2021-12-09,2022-03-11,2022-03-14,2022-06-10,AAPL ABBV AOS AEE LNT ABT AWK AES AFL AKAM,1.0000333894311098e-12,-0.17712957892244408,0.19456090040185497,-0.9104068626105355,-0.13006969676885094,-1.361805119265114
liquid_us_equity_250,momentum_21_top10,10,EW,1,0.0,2020-12-10,2022-03-11,2022-06-10,2022-06-13,2022-09-12,APA AEP ABBV LNT AON AEE MO ALL ARE AWK,1.0000333894311098e-12,0.17459616583872206,0.18825189458232772,0.9274603383151552,-0.04689703112900334,3.722968418933039
liquid_us_equity_250,momentum_21_top10,10,EW,1,10.0,2020-12-10,2022-03-11,2022-06-10,2022-06-13,2022-09-12,APA AEP ABBV LNT AON AEE MO ALL ARE AWK,1.0000333894311098e-12,0.17459616583872206,0.1882518945823276,0.9274603383151557,-0.04689703112900334,3.722968418933039
liquid_us_equity_250,momentum_21_top10,10,EW,1,25.0,2020-12-10,2022-03-11,2022-06-10,2022-06-13,2022-09-12,APA AEP ABBV LNT AON AEE MO ALL ARE AWK,1.0000333894311098e-12,0.17459616583872384,0.18825189458232755,0.9274603383151655,-0.04689703112900312,3.7229684189330947
liquid_us_equity_250,momentum_21_top10,10,EW,2,0.0,2020-12-10,2022-06-10,2022-09-12,2022-09-13,2022-12-09,APA AMT ALB AMD APO APD A AMZN ADBE ADI,1.0000333894311098e-12,-0.1658684399574044,0.36510840018159285,-0.45429916122020925,-0.15984861872290268,-1.0376595136170643
liquid_us_equity_250,momentum_21_top10,10,EW,2,10.0,2020-12-10,2022-06-10,2022-09-12,2022-09-13,2022-12-09,APA AMT ALB AMD APO APD A AMZN ADBE ADI,1.0000333894311098e-12,-0.1658684399574053,0.36510840018159285,-0.4542991612202117,-0.15984861872290268,-1.0376595136170699
liquid_us_equity_250,momentum_21_top10,10,EW,2,25.0,2020-12-10,2022-06-10,2022-09-12,2022-09-13,2022-12-09,APA AMT ALB AMD APO APD A AMZN ADBE ADI,1.0000333894311098e-12,-0.16586843995740352,0.36510840018159274,-0.45429916122020697,-0.15984861872290257,-1.0376595136170594
liquid_us_equity_250,momentum_21_top10,10,EW,3,0.0,2020-12-10,2022-09-12,2022-12-09,2022-12-12,2023-03-14,APA AES ALB A AEP LNT ABNB AEE AMP AWK,1.0000333894311098e-12,-0.24082049098005065,0.2067182990666887,-1.1649693910319734,-0.11476290779915821,-2.0984174729992215
