universe,screen_rule,holding_budget,controller,split_id,cost_bps,train_start,train_end,validation_end,evaluation_start,evaluation_end,selected_symbols,turnover,ann_return,ann_vol,sharpe,max_dd,calmar,source_path
liquid_us_equity_100,momentum_21_top10,10,EW,0,0.0,2018-01-02,2019-01-02,2019-04-03,2019-04-04,2019-07-03,AVGO BMY ABBV CAT AMT ABT AMGN COP BA CL,1.0000333894311098e-12,0.0069434709263305,0.1251052188357001,0.0555010493638465,-0.0714935587817221,0.0971202307529912,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,0,10.0,2018-01-02,2019-01-02,2019-04-03,2019-04-04,2019-07-03,AVGO BMY ABBV CAT AMT ABT AMGN COP BA CL,1.0000333894311098e-12,0.0069434709263305,0.1251052188357001,0.0555010493638465,-0.0714935587817221,0.0971202307529912,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,0,25.0,2018-01-02,2019-01-02,2019-04-03,2019-04-04,2019-07-03,AVGO BMY ABBV CAT AMT ABT AMGN COP BA CL,1.0000333894311098e-12,0.0069434709263314,0.1251052188357001,0.0555010493638536,-0.071493558781722,0.0971202307530038,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,1,0.0,2018-01-02,2019-04-03,2019-07-03,2019-07-05,2019-10-02,AMD AAPL AVGO AMAT ACN AMZN AMT ADBE ABBV CMCSA,1.0000333894311098e-12,-0.0425047696904847,0.1990946352464308,-0.21349028133109,-0.0831098825929566,-0.5114285854324567,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,1,10.0,2018-01-02,2019-04-03,2019-07-03,2019-07-05,2019-10-02,AMD AAPL AVGO AMAT ACN AMZN AMT ADBE ABBV CMCSA,1.0000333894311098e-12,-0.0425047696904861,0.1990946352464309,-0.2134902813310966,-0.0831098825929568,-0.5114285854324714,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,1,25.0,2018-01-02,2019-04-03,2019-07-03,2019-07-05,2019-10-02,AMD AAPL AVGO AMAT ACN AMZN AMT ADBE ABBV CMCSA,1.0000333894311098e-12,-0.0425047696904825,0.1990946352464308,-0.2134902813310789,-0.0831098825929564,-0.5114285854324306,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,2,0.0,2018-01-02,2019-07-03,2019-10-02,2019-10-03,2020-01-02,AAPL ADBE AMZN CAT ABT AMAT BLK BKNG AVGO AXP,1.0000333894311098e-12,0.7340764216659954,0.1301798105662485,5.638942155986505,-0.027618461961211,26.579192667223616,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,2,10.0,2018-01-02,2019-07-03,2019-10-02,2019-10-03,2020-01-02,AAPL ADBE AMZN CAT ABT AMAT BLK BKNG AVGO AXP,1.0000333894311098e-12,0.7340764216659963,0.1301798105662485,5.638942155986513,-0.027618461961211,26.579192667223648,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,2,25.0,2018-01-02,2019-07-03,2019-10-02,2019-10-03,2020-01-02,AAPL ADBE AMZN CAT ABT AMAT BLK BKNG AVGO AXP,1.0000333894311098e-12,0.7340764216659958,0.1301798105662485,5.638942155986508,-0.027618461961211,26.57919266722363,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,3,0.0,2018-01-02,2019-10-02,2020-01-02,2020-01-03,2020-04-02,ABBV AAPL C AMAT BA BAC CAT BMY BK COP,1.0000333894311098e-12,-1.4110181908850676,0.7068761471999557,-1.996132132159686,-0.4491631729839874,-3.141437846535626,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,3,10.0,2018-01-02,2019-10-02,2020-01-02,2020-01-03,2020-04-02,ABBV AAPL C AMAT BA BAC CAT BMY BK COP,1.0000333894311098e-12,-1.4110181908850663,0.7068761471999556,-1.9961321321596843,-0.4491631729839874,-3.1414378465356227,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,3,25.0,2018-01-02,2019-10-02,2020-01-02,2020-01-03,2020-04-02,ABBV AAPL C AMAT BA BAC CAT BMY BK COP,1.0000333894311098e-12,-1.4110181908850663,0.7068761471999557,-1.996132132159684,-0.4491631729839875,-3.141437846535622,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,4,0.0,2018-01-02,2020-01-02,2020-04-02,2020-04-03,2020-07-02,AMD AAPL BMY ADBE BKNG AMAT AMT C COP AXP,1.0000333894311098e-12,1.1533498815083796,0.3843318406131764,3.000922014853842,-0.0886741411607312,13.006608988800968,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,4,10.0,2018-01-02,2020-01-02,2020-04-02,2020-04-03,2020-07-02,AMD AAPL BMY ADBE BKNG AMAT AMT C COP AXP,1.0000333894311098e-12,1.1533498815083782,0.3843318406131764,3.000922014853838,-0.088674141160731,13.006608988800986,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,4,25.0,2018-01-02,2020-01-02,2020-04-02,2020-04-03,2020-07-02,AMD AAPL BMY ADBE BKNG AMAT AMT C COP AXP,1.0000333894311098e-12,1.1533498815083765,0.3843318406131765,3.000922014853832,-0.0886741411607312,13.006608988800933,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,5,0.0,2018-01-02,2020-04-02,2020-07-02,2020-07-06,2020-10-01,AMZN AMGN ABT CAT BMY CL AMD AMT BLK AVGO,1.0000333894311098e-12,0.4903872245691669,0.1804589954853582,2.717444055628902,-0.0819604384710466,5.983218656601235,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,5,10.0,2018-01-02,2020-04-02,2020-07-02,2020-07-06,2020-10-01,AMZN AMGN ABT CAT BMY CL AMD AMT BLK AVGO,1.0000333894311098e-12,0.4903872245691674,0.1804589954853581,2.7174440556289055,-0.0819604384710465,5.983218656601248,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,5,25.0,2018-01-02,2020-04-02,2020-07-02,2020-07-06,2020-10-01,AMZN AMGN ABT CAT BMY CL AMD AMT BLK AVGO,1.0000333894311098e-12,0.4903872245691669,0.1804589954853581,2.7174440556289023,-0.0819604384710468,5.983218656601219,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,6,0.0,2018-01-02,2020-07-02,2020-10-01,2020-10-02,2020-12-31,AMGN AMZN ADBE AAPL ABBV AMAT BA ACN AVGO CL,1.0000333894311098e-12,0.5738774383799803,0.1931662431500527,2.97089920587842,-0.0896337443138848,6.402470886008503,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,6,10.0,2018-01-02,2020-07-02,2020-10-01,2020-10-02,2020-12-31,AMGN AMZN ADBE AAPL ABBV AMAT BA ACN AVGO CL,1.0000333894311098e-12,0.5738774383799803,0.1931662431500527,2.97089920587842,-0.0896337443138848,6.402470886008503,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,6,25.0,2018-01-02,2020-07-02,2020-10-01,2020-10-02,2020-12-31,AMGN AMZN ADBE AAPL ABBV AMAT BA ACN AVGO CL,1.0000333894311098e-12,0.5738774383799816,0.1931662431500527,2.9708992058784265,-0.0896337443138849,6.40247088600851,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,7,0.0,2018-01-02,2020-10-01,2020-12-31,2021-01-04,2021-04-05,COF AVGO CMCSA ABT AMGN CAT AXP BMY CL AMT,1.0000333894311098e-12,0.5004475808421125,0.1479505710032996,3.38253227037271,-0.0353370623176089,14.162116146779152,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,7,10.0,2018-01-02,2020-10-01,2020-12-31,2021-01-04,2021-04-05,COF AVGO CMCSA ABT AMGN CAT AXP BMY CL AMT,1.0000333894311098e-12,0.5004475808421125,0.1479505710032996,3.38253227037271,-0.0353370623176089,14.162116146779152,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,7,25.0,2018-01-02,2020-10-01,2020-12-31,2021-01-04,2021-04-05,COF AVGO CMCSA ABT AMGN CAT AXP BMY CL AMT,1.0000333894311098e-12,0.5004475808421129,0.1479505710032995,3.382532270372714,-0.0353370623176089,14.162116146779166,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,8,0.0,2018-01-02,2020-12-31,2021-04-05,2021-04-06,2021-07-02,C COF AVGO BKNG AAPL BK BAC CAT ADBE ACN,1.0000333894311098e-12,0.2083514907170967,0.129981022496585,1.6029377728657872,-0.0499156049938823,4.174075236360615,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,8,10.0,2018-01-02,2020-12-31,2021-04-05,2021-04-06,2021-07-02,C COF AVGO BKNG AAPL BK BAC CAT ADBE ACN,1.0000333894311098e-12,0.2083514907170971,0.1299810224965849,1.6029377728657916,-0.0499156049938821,4.174075236360642,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,8,25.0,2018-01-02,2020-12-31,2021-04-05,2021-04-06,2021-07-02,C COF AVGO BKNG AAPL BK BAC CAT ADBE ACN,1.0000333894311098e-12,0.2083514907170958,0.129981022496585,1.60293777286578,-0.0499156049938825,4.174075236360578,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,9,0.0,2018-01-02,2021-04-05,2021-07-02,2021-07-06,2021-10-01,AMAT AMT BA BLK ACN AMGN ADBE AVGO CAT BAC,1.0000333894311098e-12,-0.0928268042380953,0.1404432567967987,-0.6609559359032912,-0.0604584386891151,-1.5353820946962746,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,9,10.0,2018-01-02,2021-04-05,2021-07-02,2021-07-06,2021-10-01,AMAT AMT BA BLK ACN AMGN ADBE AVGO CAT BAC,1.0000333894311098e-12,-0.0928268042380948,0.1404432567967986,-0.6609559359032883,-0.0604584386891152,-1.5353820946962646,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,9,25.0,2018-01-02,2021-04-05,2021-07-02,2021-07-06,2021-10-01,AMAT AMT BA BLK ACN AMGN ADBE AVGO CAT BAC,1.0000333894311098e-12,-0.0928268042380948,0.1404432567967986,-0.6609559359032883,-0.0604584386891152,-1.5353820946962646,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,10,0.0,2018-01-02,2021-07-02,2021-10-01,2021-10-04,2021-12-31,ADBE AMD AAPL AMZN ACN ABT COP AMGN AMT BMY,1.0000333894311098e-12,0.5361401702642676,0.1554943872250458,3.4479712086640664,-0.0259075287617456,20.694377112309677,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,10,10.0,2018-01-02,2021-07-02,2021-10-01,2021-10-04,2021-12-31,ADBE AMD AAPL AMZN ACN ABT COP AMGN AMT BMY,1.0000333894311098e-12,0.5361401702642672,0.1554943872250458,3.4479712086640633,-0.0259075287617456,20.69437711230966,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,10,25.0,2018-01-02,2021-07-02,2021-10-01,2021-10-04,2021-12-31,ADBE AMD AAPL AMZN ACN ABT COP AMGN AMT BMY,1.0000333894311098e-12,0.5361401702642681,0.1554943872250457,3.4479712086640717,-0.0259075287617456,20.69437711230969,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,11,0.0,2018-01-02,2021-10-01,2021-12-31,2022-01-03,2022-04-01,COP BKNG AXP BAC BA COF C AVGO BK ABBV,1.0000333894311098e-12,0.1000470740789385,0.2539920260731375,0.3938984842372016,-0.1519835668744512,0.6582756026572658,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,11,10.0,2018-01-02,2021-10-01,2021-12-31,2022-01-03,2022-04-01,COP BKNG AXP BAC BA COF C AVGO BK ABBV,1.0000333894311098e-12,0.1000470740789385,0.2539920260731375,0.3938984842372016,-0.1519835668744512,0.6582756026572658,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,11,25.0,2018-01-02,2021-10-01,2021-12-31,2022-01-03,2022-04-01,COP BKNG AXP BAC BA COF C AVGO BK ABBV,1.0000333894311098e-12,0.1000470740789416,0.2539920260731373,0.393898484237214,-0.1519835668744508,0.6582756026572882,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,12,0.0,2018-01-02,2021-12-31,2022-04-01,2022-04-04,2022-07-05,AVGO ABBV BKNG ACN AMT BMY CL AMGN ABT AXP,1.0000333894311098e-12,-0.3605324652203072,0.2336421341438549,-1.543096952695964,-0.1444933216154819,-2.495149680185513,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,12,10.0,2018-01-02,2021-12-31,2022-04-01,2022-04-04,2022-07-05,AVGO ABBV BKNG ACN AMT BMY CL AMGN ABT AXP,1.0000333894311098e-12,-0.3605324652203077,0.2336421341438548,-1.543096952695966,-0.1444933216154819,-2.4951496801855155,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,12,25.0,2018-01-02,2021-12-31,2022-04-01,2022-04-04,2022-07-05,AVGO ABBV BKNG ACN AMT BMY CL AMGN ABT AXP,1.0000333894311098e-12,-0.3605324652203081,0.2336421341438549,-1.5430969526959677,-0.144493321615482,-2.495149680185517,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,13,0.0,2018-01-02,2022-04-01,2022-07-05,2022-07-06,2022-10-03,CAT BKNG AMZN AMT AVGO ABBV BMY BRK-B ACN BLK,1.0000333894311098e-12,-0.1668915983860253,0.2316625839439204,-0.7204080846551598,-0.1746614671164001,-0.9555146944566066,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,13,10.0,2018-01-02,2022-04-01,2022-07-05,2022-07-06,2022-10-03,CAT BKNG AMZN AMT AVGO ABBV BMY BRK-B ACN BLK,1.0000333894311098e-12,-0.1668915983860253,0.2316625839439204,-0.7204080846551598,-0.1746614671164001,-0.9555146944566066,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,13,25.0,2018-01-02,2022-04-01,2022-07-05,2022-07-06,2022-10-03,CAT BKNG AMZN AMT AVGO ABBV BMY BRK-B ACN BLK,1.0000333894311098e-12,-0.1668915983860226,0.2316625839439204,-0.7204080846551484,-0.1746614671164001,-0.9555146944565914,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,14,0.0,2018-01-02,2022-07-05,2022-10-03,2022-10-04,2023-01-03,ABBV CL BMY AMGN AMT BA AAPL ABT CMCSA BLK,1.0000333894311098e-12,0.5493830586221873,0.2082849035426536,2.637651837820518,-0.0464779721832784,11.820288898232544,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,14,10.0,2018-01-02,2022-07-05,2022-10-03,2022-10-04,2023-01-03,ABBV CL BMY AMGN AMT BA AAPL ABT CMCSA BLK,1.0000333894311098e-12,0.5493830586221855,0.2082849035426537,2.637651837820507,-0.0464779721832786,11.82028889823245,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,14,25.0,2018-01-02,2022-07-05,2022-10-03,2022-10-04,2023-01-03,ABBV CL BMY AMGN AMT BA AAPL ABT CMCSA BLK,1.0000333894311098e-12,0.5493830586221855,0.2082849035426537,2.637651837820507,-0.0464779721832786,11.82028889823245,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,15,0.0,2018-01-02,2022-10-03,2023-01-03,2023-01-04,2023-04-04,COP BMY ABBV BRK-B BK ABT AMAT AMGN CAT AVGO,1.0000333894311098e-12,0.0515979631298497,0.1610458623336955,0.3203929761487175,-0.0796046571423293,0.6481776943897501,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,15,10.0,2018-01-02,2022-10-03,2023-01-03,2023-01-04,2023-04-04,COP BMY ABBV BRK-B BK ABT AMAT AMGN CAT AVGO,1.0000333894311098e-12,0.0515979631298497,0.1610458623336955,0.3203929761487175,-0.0796046571423293,0.6481776943897501,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,15,25.0,2018-01-02,2022-10-03,2023-01-03,2023-01-04,2023-04-04,COP BMY ABBV BRK-B BK ABT AMAT AMGN CAT AVGO,1.0000333894311098e-12,0.0515979631298484,0.1610458623336956,0.320392976148709,-0.0796046571423296,0.6481776943897307,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,16,0.0,2018-01-02,2023-01-03,2023-04-04,2023-04-05,2023-07-06,BA CL ABT CAT AVGO BK ABBV BLK CMCSA BKNG,1.0000333894311098e-12,0.2139568776041911,0.1343434006231167,1.5926117443076135,-0.0352465144616387,6.070298889581981,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,16,10.0,2018-01-02,2023-01-03,2023-04-04,2023-04-05,2023-07-06,BA CL ABT CAT AVGO BK ABBV BLK CMCSA BKNG,1.0000333894311098e-12,0.2139568776041929,0.1343434006231167,1.592611744307627,-0.0352465144616389,6.070298889581993,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,16,25.0,2018-01-02,2023-01-03,2023-04-04,2023-04-05,2023-07-06,BA CL ABT CAT AVGO BK ABBV BLK CMCSA BKNG,1.0000333894311098e-12,0.2139568776041902,0.1343434006231168,1.5926117443076055,-0.0352465144616389,6.070298889581918,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,17,0.0,2018-01-02,2023-04-04,2023-07-06,2023-07-07,2023-10-04,AMD ADBE AMZN AAPL ACN AMGN ABBV CMCSA AMT CL,1.0000333894311098e-12,-0.0018090013920346,0.1318068420443617,-0.0137246395100801,-0.0627319151491866,-0.0288370184092694,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,17,10.0,2018-01-02,2023-04-04,2023-07-06,2023-07-07,2023-10-04,AMD ADBE AMZN AAPL ACN AMGN ABBV CMCSA AMT CL,1.0000333894311098e-12,-0.0018090013920346,0.1318068420443617,-0.0137246395100801,-0.0627319151491866,-0.0288370184092694,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,17,25.0,2018-01-02,2023-04-04,2023-07-06,2023-07-07,2023-10-04,AMD ADBE AMZN AAPL ACN AMGN ABBV CMCSA AMT CL,1.0000333894311098e-12,-0.0018090013920346,0.1318068420443617,-0.0137246395100801,-0.0627319151491866,-0.0288370184092694,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,18,0.0,2018-01-02,2023-07-06,2023-10-04,2023-10-05,2024-01-04,ADBE CAT AAPL AVGO AMAT AMT CMCSA BRK-B ABT BK,1.0000333894311098e-12,0.5556873596776168,0.1441042360111151,3.8561486813676944,-0.0533740749956594,10.41118482544935,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,18,10.0,2018-01-02,2023-07-06,2023-10-04,2023-10-05,2024-01-04,ADBE CAT AAPL AVGO AMAT AMT CMCSA BRK-B ABT BK,1.0000333894311098e-12,0.5556873596776168,0.1441042360111151,3.8561486813676944,-0.0533740749956594,10.41118482544935,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,18,25.0,2018-01-02,2023-07-06,2023-10-04,2023-10-05,2024-01-04,ADBE CAT AAPL AVGO AMAT AMT CMCSA BRK-B ABT BK,1.0000333894311098e-12,0.5556873596776168,0.1441042360111151,3.8561486813676944,-0.0533740749956594,10.41118482544935,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,19,0.0,2018-01-02,2023-10-04,2024-01-04,2024-01-05,2024-04-05,AMGN ABBV CMCSA CL BKNG C BRK-B AVGO ACN ABT,1.0000333894311098e-12,0.2685100250572581,0.11252902413032,2.3861401725470395,-0.0370617464556082,7.244937185343621,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,19,10.0,2018-01-02,2023-10-04,2024-01-04,2024-01-05,2024-04-05,AMGN ABBV CMCSA CL BKNG C BRK-B AVGO ACN ABT,1.0000333894311098e-12,0.2685100250572581,0.11252902413032,2.3861401725470395,-0.0370617464556082,7.244937185343621,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,19,25.0,2018-01-02,2023-10-04,2024-01-04,2024-01-05,2024-04-05,AMGN ABBV CMCSA CL BKNG C BRK-B AVGO ACN ABT,1.0000333894311098e-12,0.2685100250572567,0.1125290241303202,2.386140172547025,-0.0370617464556082,7.244937185343584,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,20,0.0,2018-01-02,2024-01-04,2024-04-05,2024-04-08,2024-07-08,AMD AVGO C COF CAT ABBV AMGN BAC BKNG AXP,1.0000333894311098e-12,0.271400098493078,0.1490126308781789,1.8213227757392736,-0.0452596487432769,5.996513583800106,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,20,10.0,2018-01-02,2024-01-04,2024-04-05,2024-04-08,2024-07-08,AMD AVGO C COF CAT ABBV AMGN BAC BKNG AXP,1.0000333894311098e-12,0.271400098493078,0.1490126308781789,1.8213227757392736,-0.0452596487432769,5.996513583800106,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,20,25.0,2018-01-02,2024-01-04,2024-04-05,2024-04-08,2024-07-08,AMD AVGO C COF CAT ABBV AMGN BAC BKNG AXP,1.0000333894311098e-12,0.2714000984930798,0.1490126308781787,1.821322775739288,-0.0452596487432769,5.996513583800145,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,21,0.0,2018-01-02,2024-04-05,2024-07-08,2024-07-09,2024-10-04,COP CAT C AMZN COF BKNG BAC BRK-B AXP BK,1.0000333894311098e-12,0.3525763831364772,0.2004547910115651,1.758882296379619,-0.1200505189355264,2.936900117215593,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,21,10.0,2018-01-02,2024-04-05,2024-07-08,2024-07-09,2024-10-04,COP CAT C AMZN COF BKNG BAC BRK-B AXP BK,1.0000333894311098e-12,0.3525763831364772,0.2004547910115651,1.758882296379619,-0.1200505189355264,2.936900117215593,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,EW,21,25.0,2018-01-02,2024-04-05,2024-07-08,2024-07-09,2024-10-04,COP CAT C AMZN COF BKNG BAC BRK-B AXP BK,1.0000333894311098e-12,0.3525763831364776,0.2004547910115651,1.7588822963796211,-0.1200505189355264,2.9369001172155964,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,MRH_tau21_k5,0,0.0,2018-01-02,2019-01-02,2019-04-03,2019-04-04,2019-07-03,AVGO BMY ABBV CAT AMT ABT AMGN COP BA CL,13.799999999986198,-0.1528905871564232,0.1409666535857543,-1.084586909501477,-0.1053697177860815,-1.4509917115405604,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,MRH_tau21_k5,0,10.0,2018-01-02,2019-01-02,2019-04-03,2019-04-04,2019-07-03,AVGO BMY ABBV CAT AMT ABT AMGN COP BA CL,13.799999999986198,-0.1657295604575495,0.1406723378791654,-1.1781247326587374,-0.1075155421957861,-1.5414474695594609,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,MRH_tau21_k5,0,25.0,2018-01-02,2019-01-02,2019-04-03,2019-04-04,2019-07-03,AVGO BMY ABBV CAT AMT ABT AMGN COP BA CL,13.799999999986198,-0.1849880204092446,0.1404129353070194,-1.3174571132171136,-0.1107294478068199,-1.6706307497379251,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,MRH_tau21_k5,1,0.0,2018-01-02,2019-04-03,2019-07-03,2019-07-05,2019-10-02,AMD AAPL AVGO AMAT ACN AMZN AMT ADBE ABBV CMCSA,16.5999999999834,-0.1389580382354167,0.199240480262468,-0.6974387837836163,-0.0924604104551853,-1.502892292493828,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
liquid_us_equity_100,momentum_21_top10,10,MRH_tau21_k5,1,10.0,2018-01-02,2019-04-03,2019-07-03,2019-07-05,2019-10-02,AMD AAPL AVGO AMAT ACN AMZN AMT ADBE ABBV CMCSA,16.5999999999834,-0.153457999425298,0.1987249513122853,-0.7722130432598521,-0.092460410455186,-1.6597157493478436,metrics/screened_candidate_pilot/liquid_us_equity_100/subperiod_summary.csv
