universe,screen_rule,symbol,selection_count,mean_rank
liquid_us_equity_500,vol_adjusted_momentum_63_top10,AAPL,2,2.5
liquid_us_equity_500,vol_adjusted_momentum_63_top10,AIZ,2,2.5
liquid_us_equity_500,vol_adjusted_momentum_63_top10,ABBV,2,3.5
liquid_us_equity_500,vol_adjusted_momentum_63_top10,AMGN,2,3.5
liquid_us_equity_500,vol_adjusted_momentum_63_top10,ACGL,2,4.0
liquid_us_equity_500,vol_adjusted_momentum_63_top10,APH,2,4.0
liquid_us_equity_500,vol_adjusted_momentum_63_top10,AMAT,2,4.5
liquid_us_equity_500,vol_adjusted_momentum_63_top10,AMD,2,4.5
liquid_us_equity_500,vol_adjusted_momentum_63_top10,ALB,2,5.0
liquid_us_equity_500,vol_adjusted_momentum_63_top10,AMZN,2,5.0
liquid_us_equity_500,vol_adjusted_momentum_63_top10,AMP,2,5.5
liquid_us_equity_500,vol_adjusted_momentum_63_top10,AZO,2,5.5
liquid_us_equity_500,vol_adjusted_momentum_63_top10,AXP,2,6.0
liquid_us_equity_500,vol_adjusted_momentum_63_top10,AMT,2,6.5
liquid_us_equity_500,vol_adjusted_momentum_63_top10,APO,2,6.5
liquid_us_equity_500,vol_adjusted_momentum_63_top10,APA,2,7.0
liquid_us_equity_500,vol_adjusted_momentum_63_top10,BKR,2,7.0
liquid_us_equity_500,vol_adjusted_momentum_63_top10,ADI,2,7.5
liquid_us_equity_500,vol_adjusted_momentum_63_top10,MO,2,7.5
liquid_us_equity_500,vol_adjusted_momentum_63_top10,AES,2,8.0
liquid_us_equity_500,vol_adjusted_momentum_63_top10,GOOG,2,9.0
liquid_us_equity_500,vol_adjusted_momentum_63_top10,GOOGL,2,9.0
liquid_us_equity_500,vol_adjusted_momentum_63_top10,ADSK,2,10.0
liquid_us_equity_500,vol_adjusted_momentum_63_top10,ABT,1,1.0
liquid_us_equity_500,vol_adjusted_momentum_63_top10,AIG,1,1.0
liquid_us_equity_500,vol_adjusted_momentum_63_top10,ANET,1,1.0
liquid_us_equity_500,vol_adjusted_momentum_63_top10,ADBE,1,2.0
liquid_us_equity_500,vol_adjusted_momentum_63_top10,AMCR,1,2.0
liquid_us_equity_500,vol_adjusted_momentum_63_top10,AKAM,1,4.0
liquid_us_equity_500,vol_adjusted_momentum_63_top10,ALGN,1,4.0
liquid_us_equity_500,vol_adjusted_momentum_63_top10,APD,1,4.0
liquid_us_equity_500,vol_adjusted_momentum_63_top10,MMM,1,4.0
liquid_us_equity_500,vol_adjusted_momentum_63_top10,ACN,1,5.0
liquid_us_equity_500,vol_adjusted_momentum_63_top10,ATO,1,5.0
liquid_us_equity_500,vol_adjusted_momentum_63_top10,ABNB,1,6.0
liquid_us_equity_500,vol_adjusted_momentum_63_top10,AEP,1,6.0
liquid_us_equity_500,vol_adjusted_momentum_63_top10,ALLE,1,7.0
liquid_us_equity_500,vol_adjusted_momentum_63_top10,BAX,1,7.0
liquid_us_equity_500,vol_adjusted_momentum_63_top10,AEE,1,8.0
liquid_us_equity_500,vol_adjusted_momentum_63_top10,AJG,1,8.0
liquid_us_equity_500,vol_adjusted_momentum_63_top10,AVB,1,8.0
liquid_us_equity_500,vol_adjusted_momentum_63_top10,AVY,1,8.0
liquid_us_equity_500,vol_adjusted_momentum_63_top10,BALL,1,8.0
liquid_us_equity_500,vol_adjusted_momentum_63_top10,A,1,9.0
liquid_us_equity_500,vol_adjusted_momentum_63_top10,ARES,1,9.0
liquid_us_equity_500,vol_adjusted_momentum_63_top10,AWK,1,9.0
